FMID,MarketName,street,city,County,State,zip,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,logitude
1012183,Canal Market District,24 EaStreet Canal Street,Newark,Licking,Ohio,43055,,,,,,TUE: 4:00 PM-7:00 PM;FRI: 4:00 AM-7:00 PM;,TUE: 4:00 PM-7:00 PM;FRI: 4:00 AM-7:00 PM;,TUE: 4:00 PM-7:00 PM;FRI: 4:00 AM-7:00 PM;,TUE: 4:00 PM-7:00 PM;FRI: 4:00 AM-7:00 PM;,TUE: 4:00 PM-7:00 PM;FRI: 4:00 AM-7:00 PM;,,,-82.401054,40.056583
1001214,Canal Winchester Farmers Market,36 South High Street,Canal Winchester,Franklin,Ohio,43110,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,,-82.8059,39.842
1002058,Canandaigua Farmers Market,Corner of Mill and Beaman Sts,Canandaigua,Ontario,New York,14424,,,,,,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,,,-77.2785,42.8854
1002837,Canandaigua VA Medical Center Farmers Market,400 Fort Hill Avenue,Canandaigua,Ontario,New York,14424,,,,,,TUE: 1:30 PM-5:00 PM;,TUE: 1:30 PM-5:00 PM;,TUE: 1:30 PM-5:00 PM;,TUE: 1:30 PM-5:00 PM;,TUE: 1:30 PM-5:00 PM;,,,-77.27083817124371,42.90080465376379
1006790,Canby Saturday Market,1st Ave at Holly Street,Canby,Clackamas,Oregon,97013,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,-122.6939354,45.2624984
1007034,cando farmers market,4th Ave & 10th Street,Cando,Towner,North Dakota,58324,,,,,,,THU:5:00 PM - 6:30 PM;,THU:5:00 PM - 6:30 PM;,THU:5:00 PM - 6:30 PM;,,,,-99.2052,48.4848
1003627,Cane River Green Market,Downtown Riverbank,Natchitoches,Natchitoches,Louisiana,71457,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,-93.086021,31.760976
1011690,Cankdeska Cikana Community College Farmer's Market,214 1st Avenue,Fort Totten,Benson,North Dakota,58335,,,,,,,,,SAT: 9:00 AM-3:00 PM;,,,,-98.990303,47.978245
1012548,Cannon Beach Farmers Market,163 Gower Street,Cannon Beach,Clatsop,Oregon,97110,,,,,,,,,,,,,-123.96075379999999,45.8898257
1008796,Cannon Park Community Market,120 N. Greenbriar Road,Carterville,Williamson,Illinois,62918,,,,,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,WED: 3:00 PM-6:00 PM;,,,-89.0956887,37.7616326
1012038,Canoga Park Certified Farmers Market,7248 Owensmouth Street,Canoga Park,Los Angeles,California,91303,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,SAT: 9:00 AM-1:30 PM;,-118.60161200000002,34.203746
1018360,Canon City Farmers Market,211 South 3rd Street,Canon City,Fremont,Colorado,81212,,,,,,TUE: 8:00 AM-1:00 PM;,TUE: 8:00 AM-1:00 PM;,TUE: 8:00 AM-1:00 PM;,TUE: 8:00 AM-1:00 PM;,,,,-105.43965,38.4729666
1012636,Canterbury Community Farmers Market Association,Center Street,Canterbury,Merrimack,New Hampshire,03224,,,,,,WED: 4:00 PM-6:30 PM;,WED: 4:00 PM-6:30 PM;,WED: 4:00 PM-6:30 PM;,WED: 4:00 PM-6:30 PM;,WED: 4:00 PM-6:30 PM;,,,-71.565515,43.338273
1009037,Canterbury Village Farmers Market,2369 Joslyn Ct. (Main courtyard),Lake Orion,Oakland,Michigan,48360,,,,,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,,,,-83.239661,42.784475
1001397,Canton Farmers Market,130 E Main Street,Canton,Cherokee,Georgia,30114,,,,,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,,,,-84.490904,34.236863
1008518,Canton Farmers Market,Main & Court,Canton,St. Lawrence,New York,,,,,,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;FRI: 9:00 AM-2:00 PM;,,,-75.168835,44.5955
1017959,Canton Farmers Market,500 N. Ridge Road,Canton,Wayne,Michigan,48188,,,,,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,,,-83.5346416,42.3087119
1009677,Canton Farmers Market and Heritage Crafts,58 Park Street,Canton,Haywood,North Carolina,28716,,,,,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,,,-82.840876,35.531962
1005101,Canton Farmers' Market,McKinley Ave NW and 4th St. NW,Canton,Stark,Ohio,44702,,,,,,SAT:8:00 AM - 11:30 AM;,SAT:8:00 AM - 11:30 AM;,SAT:8:00 AM - 11:30 AM;,SAT:8:00 AM - 11:30 AM;,SAT:8:00 AM - 11:30 AM;,,,-81.3775854,40.801255700000006
1005102,Canton Farmers' Market,2600 6th St. SW,Canton,Stark,Ohio,44702,,,,,,,,SAT:8:00 AM - 11:30 AM;,,,,,-81.40359699999999,40.79609
1010438,Canyonville Farmer's Market,146 Chief Miwaleta Ln,Canyonville,Douglas,Oregon,97417,,,,,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,,,,-123.28331299999999,42.939199
1005326,Cape Ann Farmers Market,Stage Fort Park,Gloucester,Essex,Massachusetts,01930,,,,,,THU:3:00 PM - 6:30 PM;,THU:3:00 PM - 6:30 PM;,THU:3:00 PM - 6:30 PM;,THU:3:00 PM - 6:30 PM;,THU:3:00 PM - 6:30 PM;,,,-70.67753,42.60567
1005325,Cape Ann Farmers Market,Church Street,Gloucester,Essex,Massachusetts,01930,,,,,,,,,,,SAT:9:30 AM - 12:00 PM;,SAT:9:30 AM - 12:00 PM;,-70.66579,42.612646000000005
1018068,Cape Coral Farmers' Market,SE 47th Terr & SE 10th Pl,Cape Coral,Lee,Florida,33904,,,,,,,,,,SAT: 8:00 AM-1:00 PM;,,,-81.95251400000001,26.563733000000003
1006963,Cape Girardeau Farmers' Market,"WeStreet Park Mall, 3049 Williams Street",Cape Girardeau,Cape Girardeau,Missouri,63701,,,,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,THU: 12:00 PM-5:00 PM;,,-89.569613,37.29629
1005285,Cape Riverfront Market,35 S. Spanish Street,Cape Girardeau,Cape Girardeau,Missouri,63701,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-89.519874,37.302699
1004444,Capital City Farmers Market,Sioux Avenue / Coteau Street,Pierre,Hughes,South Dakota,57501,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,-100.352653,44.365983
1011930,Capital City Farmers Market,126 West Loockerman Street (Loockerman Way Plaza),Dover,Kent,Delaware,19904,,,,,,WED: 11:30 AM-3:30 PM;,WED: 11:30 AM-3:30 PM;,WED: 11:30 AM-3:30 PM;,WED: 11:30 AM-3:30 PM;,,,,-75.5262294,39.1576541
1006925,Capital City Farmers Market,165 E Front Street,Trenton,Mercer,New Jersey,08605,,,,,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,,,-74.763513,40.218627000000005
1018446,Capital City Farmers Market - Indoor,89 Main Street,Montpelier,Washington,Vermont,05601,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,,,,,,,SAT: 10:00 AM-2:00 PM;,-72.574892,44.260358000000004
1018443,Capital City Farmers Market - Outdoor,60 State Street,Montpelier,Washington,Vermont,05601,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,-72.577201,44.260362
1010194,Capital District Physicians' Health Plan Farmers Market,500 Patroon Creek Blvd,"Albany, Ny",Albany,New York,12206,,,,,THU: 11:00 AM-1:30 PM;,THU: 11:00 AM-1:30 PM;,THU: 11:00 AM-1:30 PM;,THU: 11:00 AM-1:30 PM;,THU: 11:00 AM-1:30 PM;,THU: 11:00 AM-1:30 PM;,,,-73.80546600000001,42.685543
1018359,Capital Harvest on the Plaza,1300 Pennsylvania Avenue,Dc,District Of Columbia,District Of Columbia,20004,,,,,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,FRI: 11:00 AM-3:00 PM;,,-77.030449,38.894012700000005
1008481,Capital Regional Medical Center Farmers' Market,1432 Southwest BoulevaRoad,Jefferson City,Cole,Missouri,65102,,,,,,,,,,,,,-92.200082,38.563511
1004765,Capitan Farmers' Market,100 Lincoln Avenue,Capitan,Lincoln,New Mexico,,,,,,,,SAT: 9:00 AM-11:00 AM;,SAT: 9:00 AM-11:00 AM;,SAT: 9:00 AM-11:00 AM;,SAT: 9:00 AM-11:00 AM;,,,-105.57318400000001,33.545383
1004165,Capitol Hill Farmers Market,Broadway Ave E and E Pine Street,Seattle,King,Washington,98122,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,-122.31266799999999,47.6156044
1016796,Capitol Midweek Farmers Market,10th and Jackson Street,Topeka,Shawnee,Kansas,66612,,,,,WED: 7:30 AM-12:30 PM;,WED: 7:30 AM-12:30 PM;,WED: 7:30 AM-12:30 PM;,WED: 7:30 AM-12:30 PM;,WED: 7:30 AM-12:30 PM;,WED: 7:30 AM-12:30 PM;,,,-95.677761,39.046813
1004700,Capitol View Farmers Market,5901 Sharpsburg Drive,Madison,Dane,Wisconsin,53718,,,,,,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,,,-89.279478,43.085699
1018579,Captiol Hill Farmers Market,3 Capitol Hill,Providence,Providence,Rhode Island,02908,,,,,,,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,THU: 11:00 AM-2:00 PM;,,,-71.414641,41.833418
1018375,Captiva Island Farmers Market at South Seas Resort,5400 Plantation Road,Captiva Island,Lee,Florida,33924,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,,,,,,,,TUE: 9:00 AM-1:00 PM;,-82.190561,26.525178999999998
1006857,Carbondale Community Friday Night Fair,51 N & 13 W,Carbondale,Jackson,Illinois,62901,,,,,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,,FRI: 6:00 PM-9:00 PM;,FRI: 6:00 PM-9:00 PM;,,,,-89.21672,37.727425
1003292,Carbondale Farmers Market,4th and Main Street,Carbondale,Garfield,Colorado,81623,,,,,,WED:10:00 AM - 3:00 PM;,WED:10:00 AM - 3:00 PM;,WED:10:00 AM - 3:00 PM;,WED:10:00 AM - 3:00 PM;,,,,-107.21126299999999,39.400039
1005004,Carbondale Farmers Market,1 North Main Street,Carbondale,Lackawanna,Pennsylvania,18407,,,,,,TUE:11:00 AM - 6:00 PM;THU:11:00 AM - 6:00 PM;,TUE:11:00 AM - 6:00 PM;THU:11:00 AM - 6:00 PM;,TUE:11:00 AM - 6:00 PM;THU:11:00 AM - 6:00 PM;,TUE:11:00 AM - 6:00 PM;THU:11:00 AM - 6:00 PM;,TUE:11:00 AM - 6:00 PM;THU:11:00 AM - 6:00 PM;,,,-75.502489,41.572266
1011167,Carbondale Farmers' Market,2101 W. Main Street,Carbondale,Jackson,Illinois,62901,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,-89.243412,37.73023189999999
1018116,Cardinal Square Farmers Market,2903 Pierce Road,Saginaw,Saginaw,Michigan,48604,,,,,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,TUE: 1:00 PM-7:00 PM;THU: 1:00 PM-7:00 PM;,,,-83.971275,43.508410999999995
1012654,Carefree Farmers Market,1 Sundial Circle,Carefree,Maricopa,Arizona,85377,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,,,,,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,FRI: 9:00 AM-1:00 PM;,-111.9217879,33.8246683
1011204,Carencro Cultural District Farmers Market,210 E. St. Peter Street,Carencro,Lafayette,Louisiana,70520,,,,,,nan,nan,nan,nan,nan,,,-92.046885,30.317346
1003478,Caribou Farmers Market,159 Bennett Drive,Caribou,Aroostook,Maine,04736,,,,,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,WED:3:00 PM - 6:00 PM;SAT:8:30 AM - 12:00 PM;,,,-68.00056500000001,46.870637
1012670,Carlisle Farmer's Market,95 Highway 5,Carlisle,Warren,Iowa,50047,,,,,,SAT: 8:30 AM-11:30 AM;,SAT: 8:30 AM-11:30 AM;,SAT: 8:30 AM-11:30 AM;,SAT: 8:30 AM-11:30 AM;,SAT: 8:30 AM-11:30 AM;,,,-93.486073,41.494981
1011230,Carlisle Farmers Market,343 Bedford Street,Carlisle,Middlesex,Massachusetts,01741,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-71.337766,42.52476
1004804,Carlsbad Downtown Farmers' Market,102 N. Canal Street,Carlsbad,Eddy,New Mexico,,,,,,,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,,,-104.228454,32.420235
1017923,Carlton County Farmers Market Carlton,90 Chestnut Avenue,Carlton,Carlton,Minnesota,55718,,,,,,TUE: 4:00 PM-6:00 PM;,TUE: 4:00 PM-6:00 PM;,TUE: 4:00 PM-6:00 PM;,TUE: 4:00 PM-6:00 PM;,TUE: 4:00 PM-6:00 PM;,,,-92.42868,46.664573
1017922,Carlton County Farmers Market Cloquet,904 Hwy 33 South,Cloquet,Carlton,Minnesota,55720,,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,-92.457819,46.710401
1002693,Carlyle Courthouse Square Farmers Market,On 8th Street between Fairfax and Franklin (Old RT.50),Carlyle,Clinton,Illinois,62231,,,,,,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,,,,-89.367814,38.61065
1007367,Carmel Farmers Market,5 Center Green,Carmel,Hamilton,Indiana,46032,,,,,SAT: 8:00 AM-11:30 AM;,SAT: 8:00 AM-11:30 AM;,SAT: 8:00 AM-11:30 AM;,SAT: 8:00 AM-11:30 AM;,SAT: 8:00 AM-11:30 AM;,,,,-86.13041,39.969429999999996
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,3690 The BarnyaRoad,Carmel,Monterey,California,93923,,,,,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,,,,-121.92703940000001,36.9872756
1006651,Carnation Farmers Market,Corner of Bird and Stossel,Carnation,King,Washington,98014,,,,,TUE: 3:00 PM-7:00 PM;,TUE: 3:00 PM-7:00 PM;,TUE: 3:00 PM-7:00 PM;,TUE: 3:00 PM-7:00 PM;,TUE: 3:00 PM-7:00 PM;,TUE: 3:00 PM-7:00 PM;,,,-121.912355,47.648556
1009038,Caro Farmers Market,M-81 on Court House Lawn,Caro,Tuscola,Michigan,48723,,,,,,,,,,,,,-83.393464,43.490938
1010092,Carolina Beach Farmer's Market,Lake Park Blvd at Atlanta Avenue,Carolina Beach,New Hanover,North Carolina,28428,,,,,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,,,-77.895273,34.029778
1012028,Carolina Forest Farmers Market,2554 Carolina Forest Blvd,Myrtle Beach,Horry,South Carolina,29579,,,,,THU: 1:00 PM-6:00 PM;,THU: 1:00 PM-6:00 PM;,THU: 1:00 PM-6:00 PM;,THU: 1:00 PM-6:00 PM;,THU: 1:00 PM-6:00 PM;,THU: 1:00 PM-6:00 PM;,,,-78.9601017,33.7601724
1010106,Caroline Farmers Market,522 Valley Road,Brooktondale,Tompkins,New York,14817,,,,,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,,-76.39336999999999,42.380903
1006968,Carondelet Farmers' Market,7701 S. Broadway,St. Louis,St. Louis,Missouri,63111,,,,,,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,,,-90.2591,38.5467
1011610,Carousel Park Farmers Market,3700 Limestone Road,Wilmington,New Castle,Delaware,19808,,,,,FRI: 2:00 PM-7:00 PM;,FRI: 2:00 PM-7:00 PM;,FRI: 2:00 PM-7:00 PM;,FRI: 2:00 PM-7:00 PM;,FRI: 2:00 PM-7:00 PM;,FRI: 2:00 PM-7:00 PM;,,,-75.683661,39.734265
1011740,Carrboro Farmers' Market,301 West Main Street,Carrboro,Orange,North Carolina,27510,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 7:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;WED: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;,-79.07759300000001,35.910879
1017930,Carrick Citparks Farmers Market,1529 Brownsville Road,Pittsburgh,Allegheny,Pennsylvania,15210,,,,,,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,,,,-79.988803,40.400201
1004738,Carroll County Farmer's Market,700 Agricultural Center Drive,Westminster,Carroll,Maryland,21157,,,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,-77.00017,39.555942
1006021,Carroll Gardens Greenmarket,"Carroll St, between Court & Smith Sts",Brookyn,Kings,New York,11231,,,,,,,,,,,,,-73.99543,40.680703
1008322,Carrollton Farmers Market,Carrollton Uptown Square,Carrollton,Carroll,Missouri,64633,,,,,FRI: 7:30 AM-12:00 PM;,FRI: 7:30 AM-12:00 PM;,FRI: 7:30 AM-12:00 PM;,FRI: 7:30 AM-12:00 PM;,FRI: 7:30 AM-12:00 PM;,,,,-93.496941,39.358096999999994
1000808,"Carrollton, Illinois Chamber of Commerce Farmer's Market",524 S.5th Street,Carrollton,Greene,Illinois,62016,,,,,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,,,-90.40763270000001,39.2994549
1004415,Carson City Saturday,3rd & Curry Streets Carson City,Carson City,Carson City,Nevada,89701,,,,,,SAT: 8:30 AM-1:00 PM;,SAT: 8:30 AM-1:00 PM;,SAT: 8:30 AM-1:00 PM;,SAT: 8:30 AM-1:00 PM;,,,,-119.76784369999999,39.1625789
1002722,Carthage Farmers Market,Courthouse Square,Carthage,Hancock,Illinois,62321,,,,,MON: 2:30 PM-5:30 PM;,MON: 2:30 PM-5:30 PM;,MON: 2:30 PM-5:30 PM;,MON: 2:30 PM-5:30 PM;,MON: 2:30 PM-5:30 PM;,MON: 2:30 PM-5:30 PM;,,,-91.13503,40.41271
1007651,Carthage Farmers' Market,Downtown square,Carthage,Jasper,Missouri,64836,,,,,THU:5:30 PM - 7:30 PM;SAT:7:00 AM - 11:00 AM;,THU:5:30 PM - 7:30 PM;SAT:7:00 AM - 11:00 AM;,THU:5:30 PM - 7:30 PM;SAT:7:00 AM - 11:00 AM;,THU:5:30 PM - 7:30 PM;SAT:7:00 AM - 11:00 AM;,THU:5:30 PM - 7:30 PM;SAT:7:00 AM - 11:00 AM;,,,,-94.313535,37.167703
1012093,Carver Farmers Market,108 Main Street,Carver,Plymouth,Massachusetts,02330,,,,,,,,,,,,,-70.769182,41.888852
1012173,Cary Downtown Farmers Market,135 W. Chatham Street,Cary,Wake,North Carolina,27511,,,,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,SAT: 8:00 AM-12:30 PM;SAT: 8:00 AM-12:30 PM;,,-78.78234429999999,35.786968200000004
1009997,Cary Farmers Market,W. Main Street and Rt. 14,Cary,Mchenry,Illinois,60013,,,,,,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,,,,-88.2387729,42.208762899999996
1011489,Casa Larga Vineyards Farm to Table to Marketplace,2287 Turk Hill Road,Fairport,Monroe,New York,14450,,,,,,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,,,-77.4318929,43.0505711
1003063,Cascades Farmers Market,20160 Whitfield Pl,Sterling,Loudoun,Virginia,20165,,,,,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,,-77.395278,39.031465000000004
